,title,price,score,sold,store
1111,"Новинка 2022, планшеты Android 11,0, 12 Гб ОЗУ, 512 Гб ПЗУ, экран 10,1 дюйма M40 Pro, 4k HD, планшет, телефон с двумя SIM-картами или Wi-Fi","9 975,84",,3,WLWY Store
1112,"Планшет BMAX i10 plus на Android 10, восемь ядер, экран 10,1 дюйма, 4 Гб + 1920 ГБ","10 033,99","4,7",14,BMAX Official Store
1113,"Lenovo Xiaoxin Pad P11 Plus планшет на Android 11, восемь ядер, экран 11 дюймов, 6 ГБ + 2021 ГБ","19 822,08","5,0",2,Lenovo Accessories Official Store
1114,"Планшет Lenovo TB-8705F/ NTablet, 3 ГБ ОЗУ, 32 Гб ПЗУ, 8 дюймов, Android 9,0, Lenovo Tab M8, LTE версия, легкий планшет TB-8505N","14 712,60",,,Samsung1 Earphone Authentication Store
1115,"10,1-дюймовый планшет с четырёхъядерным процессором, ОЗУ 1 ГБ, ПЗУ 32 ГБ, Android 10,1","5 835,30","5,0",13,Tablet inventory Store
1116,"Глобальная прошивка Lenovo YOGA Tab 5 YT-X705F 10,1-дюймовые планшеты ПК 4 ГБ 64 ГБ Android 9 Pie Qualcomm Snapdragon 439 Octa-core GPS 8MP","17 262,08","5,0",37,Tablet PC Mall
1117,"Планшет Lenovo Tab P12 Pro Xiaoxin Pad Pro 12,6 с глобальной прошивкой, 2,5 K, AMOLED, 120 Гц, Snapdragon 870, 8 ГБ + 256 ГБ, 4 динамика JBL, 10200 мАч, 30 Вт","44 137,10",,1,3C-Tablet Online Store
1118,Новый планшет с функцией телефонных звонков 4G LTE 8 Гб RAM 128 ГБ ROM 5G WIFI 1920*1200 IPS 8 ядер планшет 10 дюймов Google Play работает с пк,"10 747,90","5,0",3,Peakier tablets Store
1119,Оригинальный Планшет Lenovo Tianjiao 11 дюймов 7700 мАч 6 + 128G 2000*1200 MediaTek®Helio G90T WIFI Белый,"13 338,02",,,Lenovo Online Store
1120,"Honor Tablet 8 телефон, Восьмиядерный, 6 ГБ ОЗУ 680 Гб ПЗУ, экран 12 дюймов","25 220,90",,,E-live Store
1121,"BLACKVIEW планшет, Восьмиядерный, экран 10,1 дюймов, 4 Гб + 64 ГБ","10 508,30","5,0",1,BLACKVIEW Official Store
1122,"10-дюймовый планшет Android, 8-ядерный процессор, память 32 ГБ, металлическая крышка, длительный срок службы батареи 24 вв","8 934,75",,,Eaiser life Store
1123,"Планшет с 10,1-дюймовым дисплеем, десятиядерным процессором MT6797, ОЗУ 6 ГБ, ПЗУ 2021 ГБ, 4G LTE, 10,1/128 МП, Android 13,0, 9,0x2,5","19 896,34",,,"Shenzhen HongyangTechnology Co., Ltd."
1124,"Lenovo Tab P11 Pro или Xiaoxin Pad Pro 11,5 Snapdragon Octa Core 6 ГБ 128 ГБ 11,5-дюймовый OLED-экран 2,5K Android 11 Аккумулятор 8600 мАч","18 214,90","4,8",128,Lenovo Official Store
1125,Глобальная версия Xiaomi Pad 5 Mi Tablet 128 ГБ/256 ГБ Snapdragon 860 11-дюймовый дисплей WQHD+ 120 Гц Четыре стереодинамика Аккумулятор 8720 мАч,"25 151,54",,14,Xiaomi Phone Store
1126,"Планшет Xiaomi Pad 5 Mi, 6 ГБ, 128 Гб/256 ГБ, Snapdragon 860, 120 Гц, 11 дюймов, WQHD + 2,5 K, ЖК-дисплей, быстрое зарядное устройство 22,5 Вт, 8720 мАч","39 934,20","5,0",23,Xiao-Mi Gshopper Store
1127,Планшет с двойной камерой и поддержкой Bluetooth,"11 601,94",,,LSKDZ Tablet PC Store
1128,"LENOVO P11 планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором Snapdragon 2022, ОЗУ 6 ГБ, ПЗУ 10,6 ГБ, 8 Мп, 680 мАч","15 848,27",,,Lenovo Tech Online Store
1129,"Планшет Xiaomi 4 Plus на Android 10,1 дюймов, 4 Гб ОЗУ, 64 Гб ПЗУ, LTE, Snapdragon 660, 1920X1200 HD, Android, детский планшет","18 123,12","2,3",3,PhilipsEarphone Authorization Store
1130,"Детский планшет с 7-дюймовым дисплеем, четырёхъядерным процессором, ОЗУ 2 Гб, ПЗУ 32 ГБ, 3000 мАч, Android 11","5 282,52","4,8",21,CWOWDEFU Official Store
1131,"Планшет Xiaomi Pad 5 11"" IPS 2560x1600 | 128GB 6GB RAM ROM | 8720 мАч | WiFi | And11 | Официальная гарантия Ростест","29 990,00","4,7",3705,Xiaomi Russian Official Store
1132,"Планшет на Android, экран 10,1 дюйма, Android, 4 Гб + 64 ГБ","8 631,39",,2,CN GO GO Jiuliuyar Store
1133,"Планшетный ПК 2022 Super 2.5D экран 1280*1280 IPS 10,1 дюймов 6 ГБ ОЗУ 128 Гб ПЗУ Восьмиядерный 4G LTE FDD две Sim-карты ПК планшеты 10,1","6 201,01","5,0",2,Gifts Tablet Pc Store
1134,"Планшет TCL TAB 10s 10,1"" IPS MT8768 3GB 32GB Wi-Fi Gray 9081X-2CLCRU11","13 230,00",,,House and Garden Store
1135,"10,1-дюймовый планшет с 6-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 6 ГБ, ПЗУ 10,1 ГБ, 128x1920, 4G LTE FDD Wifi Bluetooth Android 1200","25 486,43",,,honyuda Store
1136,"Lenovo Xiaoxin Pad планшет, экран 11 дюймов, Восьмиядерный, 4 ГБ/6 ГБ ОЗУ 64 Гб/128 Гб ПЗУ","27 827,83","4,4",8,MIEGOO Intel NUC Store
1137,"Подарочная Blt клавиатура 8 дюймов AR1 Windows 10 планшет 2 Гб + 32 ГБ 1,83 ГГц 1280x800 IPS Двойная камера WIFI Bluetooth четырехъядерный","7 209,17","5,0",23,Tablet inventory Store
1138,2022 лучшие детские Планшеты Android 11 7 дюймов HD IPS Wi-Fi четырехъядерный 2 ГБ 32 ГБ 7000 мАч двойная камера учеба изучение планшеты для детей,"5 976,82",,,XDrone Tablet Store
1139,"2021 новейший Android 7,0 Deca Core, размер экрана 10 дюймов планшетный ПК 6 ГБ Оперативная память 64 Гб Встроенная память 13MP WI-FI GPS 4 аппарат не привязан к о...","9 278,05",,,Peakier tablets Store
1140,"Планшетный ПК Pipo W12 4G LTE FDD 2 в 1, 12,3 дюйма, IPS 2880*1920, Win10, 8 ГБ, 256 ГБ, Qualcomm Snapdragon 850, Wi-Fi, BT5.0, компьютерный нетбук","32 226,90",,1,Pipo Official Store Official Store
1141,"Планшет на Android 10,1, экран 2,5 дюйма, 6 ГБ + 1920 ГБ","11 475,83",,,BEESITTO Global Offical Store
1142,"Планшет ZONKO, 2 Гб ОЗУ 32 Гб ПЗУ, Android 10, экран 10 дюймов, поддержка 3G, телефонных звонков, поддержка двух SIM-карт, четырехъядерный процессор","10 896,43",,,ZONAEP Store
1143,"Jumper EZpad GO мини планшет, экран 8,9 дюймов, 4 Гб + 64 ГБ, Windows 10, двухъядерный","12 292,03","3,9",13,Vshop
1144,"Планшет на Android 2022, экран 10,0 дюйма, 6 ГБ + 10,1 ГБ, Wi-Fi + GPS","6 163,88",,,Gifts Tablet Pc Store
1145,"10,1 дюймовый ноутбук Google Play Android ноутбук четырехъядерный Android 6,0 Wi-Fi 1,6 ГГц RJ45 мини нетбук Bluetooth компьютер планшетный ПК","7 265,22","5,0",3,"SHENZHEN BDF TOUCH TECHNOLOGY CO.,LTD."
1146,"10-дюймовый планшет с ОЗУ 6 ГБ, ПЗУ 128 ГБ, Android 9,0, Google Store, 10 ядер, 1280*800 IPS, две SIM-карты, 4G, телефонные звонки, Android, Wi-Fi планшеты 10,1","6 196,81","5,0",4,delicate tablet store Store
1147,"10,8 дюймовый планшет, ноутбук, 4G LTE, 10 ядер, планшетный ПК 2 в 1, 2560 дюймов, планшеты Android с клавиатурой, две SIM-карты, с Google Store","26 131,68","5,0",6,Shenzhen CTLONG Store
1148,"Супер закаленное 10,1 inch Tablet PC Deca Core Android 9 Pie 6 ГБ Оперативная память 128 Гб Встроенная память Камера 4 аппарат не привязан к оператору сотовой свя...","20 175,88",,,honyuda Store
1149,"Планшет Perkbox M10, экран 10 дюймов, Восьмиядерный процессор, Android 2022, 6 ГБ ОЗУ, 64 Гб ПЗУ, 11,0x1280 HD экран, две камеры, 4G LTE, Wi-Fi, GPS, 800 мАч, 6000","8 861,89",,1,perkbox Official Store
1150,"Планшет Lenovo Tab P10, экран TB-X705F дюйма, Восьмиядерный процессор Snapdragon 450, 10,1x1920, 3 Гб ОЗУ, 32 Гб ПЗУ, Android 8, WiFI, планшет","10 347,16","1,0",1,Lenovo Online Store
1151,"Планшет 2.5D, экран 10 дюймов, Android 2021, Восьмиядерный процессор, две SIM-карты, 4G LTE, 64 ГБ ROM, Wifi, GPS, планшеты, 9,0","13 169,88",,,"Shenzhen HongyangTechnology Co., Ltd."
1152,"Планшет 2 в 1, 11,6 дюйма, android, 10 ядер, 1920x1080, с клавиатурой, двумя sim-картами, 4G LTE k20 pro","12 187,64",,2,lenmon tablets Store
1153,"Новинка 2022, 8G + 128 ГБ, Android 10,0, планшетный ПК, Восьмиядерный, 10,1 дюйма, 4G, Full Netcom, Android, игровой планшет, Интернет-класс, Android","6 163,88","4,0",2,Gifts Tablet Pc Store
1154,"Планшет на Android 2022, 6 + 128 ГБ, 10,0 дюйма, Wi-Fi, 4G","6 081,21",,1,Gifts Tablet Pc Store
1155,"Планшеты (Бесплатная доставка) Игровые планшеты Pad 4G-LTE Android 9,0 Bluetooth PC 4 + 64 Гб Dual SIM Dengan GPS 10,1 дюймов","13 311,40",,,Shop5882189 Store
1156,"Телефон-планшет с динамиком, планшет Pro, Android 11, двойной вызов, 16 ГБ ОЗУ, ТБ ПЗУ, смартфон Google Play, Wi-Fi, GPS, Bluetooth","22 861,98",,4,Shop1100048106 Store
1157,"Планшет ALLDOCUBE iWork 20 на Windows, 10,1 дюйма, intel N4020, 4 + 128 ГБ, EMMC, 1920*1200, IPS, HDMI","17 899,63","5,0",14,ALLDOCUBE Official Store
1158,"Планшет Xiaomi Tablet 4Plus, 8620 мА · ч, Android Pad LTE, экран 10,1 дюйма, 4 + 64 Гб/128 ГБ","18 096,50","5,0",11,China Seagates Authentication Store
1159,"6-дюймовый 64-разрядный ноутбук с поворотом на 11,6 °, сенсорным экраном FHD 8 ГБ + 360 гб Intel APOLLO LAKE N3450 F5R 256x1920 IPS с одной камерой","25 782,08",,1,DIGITALTOOLS Technology Ltd. 
1160,"Планшет realme Pad X на Android, 4 + 64 ГБ, процессор Snapdragon 695, экран 11 дюймов, камера 13 МП, аккумулятор 8340 мАч, 33 Вт","16 744,34","5,0",8,realme Cellphone Store
1161,"Blackview Tab 6 планшет, экран 8 дюймов, Android 11, четырёхъядерный, 2,0 ГГц","10 508,30","5,0",1,Creativehome
1162,"NX16A планшет с 10,1-дюймовым дисплеем, четырёхъядерным процессором Nextbook, ОЗУ 1/2 ГБ, ПЗУ 32 ГБ, 10,1x1280","5 744,92","4,9",41,DIGITALTOOLS Technology Ltd. 
1163,"Новый год, распродажа, 2Гб DDR3 + 32 ГБ, 10,1-дюймовый планшетный ПК W8100 Windows 10 со штырьковой клавиатурой, двойной камерой, 32-разрядный, Wi-Fi","8 856,99","5,0",8,Tablet inventory Store
1164,"Планшет ALLDOCUBE KnoteX Pro, 13,3 дюйма, 2560*1440 IPS, Windows 10, intel Gemini Lake N4100, 8 Гб ОЗУ, 128 Гб SSD","22 068,90","5,0",46,ALLDOCUBE Official Store
1165,"Детский планшет с четырёхъядерным процессором, 7 дюймов, Android 2022","3 739,80",,1,ShenZhen BDF Tablet Technology Co. Store
1166,"Новинка 2022, планшеты Android 11,0, 12 Гб ОЗУ, 512 Гб ПЗУ, экран 10,1 дюйма M40 Pro, 4k HD, планшет, телефон с двумя SIM-картами или Wi-Fi","12 610,10",,,WanChaoRui Store
1167,"Планшет глобальная версия TCL TAB 10S, 10,1 дюйма, FHD IPS, 8000 мАч, 3 Гб/32 ГБ, MT8768E, Wi-Fi, 8 Мп, AF, 5 Мп, FF, Android 10, 1 TF-карта, Office","10 859,30","5,0",3,Golden-Tech Store
1168,"ALLDOCUBE X планшет с 10,5-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 8 Гб, ПЗУ 128 ГБ, Android 11","18 214,90","5,0",,ALLDOCUBE Digital Store
1169,"Планшет Lenovo TB-8705F/N, 3 + 32 ГБ, 8 дюймов, Android 9,0","14 716,80",,,Samsung1 Earphone Authentication Store
1170,"Планшет BLACKVIEW OSCAL PAD 8, 10,1 дюйма, Android 11, 4 Гб + 64 ГБ, Восьмиядерный процессор SC9863A, 1920x1200 FHD, 4G, аккумулятор 6580 мА · ч, планшеты dua-wifi","11 559,20",,1,BLACKVIEW Online Store
1171,"Планшет Huawei MatePad 10.4 2022 LTE 128GB (Официальная гарантия, возможность самовывоза, бесплатная доставка, билайн)","25 990,00",,,Билайн - официальный магазин
1172,"【Nenewest】Планшетный ПК alldocube iWork 20 Pro 2 в 1 Wins 10, 8 Гб DDR4 128 Гб SSD, 10,5 дюйма, Intel N4120 IPS 1920*1280, совместим с HDMI","23 819,70",,,ALLDOCUBE Factory Store
1173,"Blackview планшет на Android 11, восемь ядер, экран 1,6 дюйма, 4 Гб + 64 ГБ","9 807,70",,1,aForChina Store
1174,"Blackview Tab 10 10,1 ''4GB 64GB Android 11 MTK8768 Octa Core Поддержка WiFi TF карт подключается к сети 4G","12 610,10",,,Xphone Store
1175,Новинка 2022 года! Nenpad7-дюймовый 4G планшет Android Восьмиядерный игровой ПК GPS для детей подарок 8 Мп камера Type-C порт,"7 621,83","5,0",3,Nenmone Official Store
1176,"Huawei HONOR Mediapad V7 планшет, экран 10,4 дюймов, 2K, 90 Гц, Восьмиядерный","24 047,39","5,0",1,3C-Tablet Online Store
1177,"Планшет с 10-дюймовым дисплеем, ОЗУ 8 Гб, ПЗУ 10,0 ГБ, 13 МП + 5 МП, Android 128","11 259,34",,,Yusunoul Store
1178,"Apple IPad Mini 1-й планшет, экран 7,9 дюйма, 16/32/64 ГБ","8 962,78","4,3",273,Meta SuperSmart Device Store Store
1179,"Планшет на Android 10,0, восемь ядер, экран 10 дюймов, 6 ГБ + 128 ГБ","11 877,27",,,Tablet Factory Store
1180,"Планшет Pro на Android 10,1, восемь ядер, экран 10,0 дюйма, 2 SIM-карты, 4 Гб + 64 ГБ","8 435,22","5,0",1,BDF BDF Tablet Global Store Store
1181,"Teclast X6 Plus планшет с 10,1-дюймовым дисплеем, Intel Gemini Lake N4100, ОЗУ 8 ГБ, ПЗУ 12,6 ГБ, 2880x1920","28 956,50",,,Teclast Global Direct Store
1182,"Планшетный ПК Huawei M3 с глобальной прошивкой, 10,1-дюймовый экран 2K HD, телефонная связь, игровая консоль Android, планшетный ПК онлайн-класса","10 544,03",,,Samsung1 Earphone Authentication Store
1183,"2-в-1 планшетный ПК 10,1 дюйма IPS ультра тонкий Windows 10 четырехъядерный 2 + 32/64 ГБ с контактной док-клавиатурой 1280*800 HDMI-совместимый 32-бит","9 738,34",,,DIGITALTOOLS Technology Ltd. 
1184,"Lenovo Xiaoxin Pad P11 Pro планшет, Восьмиядерный, 6 ГБ ОЗУ 2022 Гб ПЗУ, экран 128 дюйма","19 386,30","5,0",6,Superin Store
1185,"Планшет Xiaomi Mi Pad 5 Pro, 128 Гб/256 ГБ, процессор Snapdragon 870, планшеты 5 Pro, экран 11 дюймов 2,5 K, аккумулятор 8600 мАч, зарядка 67 Вт","46 694,99","4,5",77,Hong Kong Goldway
1186,"Смартфон Xiaomi Pad 5, 128 Гб/256 ГБ, 11 дюймов, WQHD + дисплей 120 Гц, Snapdragon 860, 4 стереодинамика, 8720 мАч, MI tablet 5, ноутбук 5","38 111,94","5,0",14,YouGeek Store
1187,"10-дюймовый планшет на Android 10,0, восемь ядер, экран 128x1920, 8 ГБ + 1200 ГБ","10 868,41",,,Tablet Factory Store
1188,"Alldocube KNote 8 планшет с 10,1-дюймовым дисплеем, ОЗУ 8 Гб, ПЗУ 13,3 ГБ","20 947,94","4,0",2,ALLDOCUBE Digital Store
1189,"Планшет 2 в 1, 10 дюймов, 1920*1200 HD экран, Восьмиядерный, 8 Гб 128 ГБ, металлический чехол, Двойная сеть 4G GPS 5G WiFi Android, планшет, ПК, ноутбук","12 596,79",,,BEESITTO Global Offical Store
1190,"Распродажа! 3 ГБ + 32 ГБ, подключается к сети 4G Телефонный звонок 2,4/5G Wi-Fi супер Стекло 10 дюймовый планшет 1920*1200 восемь ядер, Wi-Fi, A-GPS IPS планшеты 10 ...","10 105,45",,,RainBoo Store
1191,"Планшет с 10,1-дюймовым дисплеем, четырёхъядерным процессором Intel Atom Z3735G, ОЗУ 1 ГБ, ПЗУ 32 ГБ, 8,9x1280","6 585,64",,,DIGITALTOOLS Technology Ltd. 
1192,"Планшет Lenovo Xiaoxin Pad 2022 с глобальной прошивкой, Восьмиядерный процессор Snapdragon 680, 2K, полный экран 10,6 дюйма, планшет на базе Android, аккумулятор 7700 ...","13 731,06","5,0",24,realus Store
1193,"Blackview Tab 12 планшет, экран 10,1 дюймов, Android 11, 4G, 4 Гб ОЗУ 64 Гб ПЗУ","10 739,50",,17,BLACKVIEW Authorized Store
1194,"Планшет ZONKO, Android, 10 дюймов, стандарт Android 9,0, 2 Гб ОЗУ, 32 Гб ПЗУ, двойная камера, Bluetooth, GPS","11 721,04",,,ZONAEP Store
1195,"Blackview Tab 12 планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, 13 МП, 10,1 мАч, Android 11","10 508,30",,2,BLACKVIEW - Authorizing Store
1196,7 дюймов планшетный ПК 4 ядра версия 1 Гб + 8 Гб Поддержка 32 Гб TFCard Bluetooth Wi-Fi дешевая и простая TabTablet,"3 512,11",,,SZ BDF TabletS Store
1197,Планшет android 10 дюймов Android планшет 8 ГБ ОЗУ 128 Гб ПЗУ планшет Android GPS двойной телефонный телефон планшетный ПК Восьмиядерный игровой планшет,"11 601,94",,,LSKDZ Tablet PC Store
1198,"Официальный HUAWEI MediaPad M5 Lite 8,0 дюймов Android 9 EMUI 9,0 Hisilicon Kirin 710 Восьмиядерный двойная камера 5100 мАч аккумулятор планшет","12 610,10","5,0",23,Revanin Factory Store
1199,"HUAWEI Mediapad T5 телефон, экран 10,1 дюймов, Android, 2 ГБ 32 ГБ","11 069,48","5,0",5,HUA-Global Store
1200,"HUAWEI MatePad 11 планшет, Восьмиядерный, экран 865 дюймов","32 927,50","5,0",13,RFY-HUAWEI Online Store
1201,Новые 벌 어 Lenovo Tab K11 또xiaoxin Pad 11 인치 WIFI 2K LCD 화snapdragon Octa Core 태android 10,"49 260,59","5,0",58,Lenovo Online Store
1202,"2022 Android 10,0 планшет с мини-ПК RJ45 10,1 дюймов все в одном ПК POE NFC считыватель Rockchip RK3399 4 Гб ОЗУ торговый центр","12 632,52",,1,KT Technology
1203,"4G LTE 2 в 1 планшетный ноутбук 10,8-дюймовый офисный 128 ГБ планшет Android для GPS-игр 13-мегапиксельная камера разблокировка лица 10 ядер планшет 10,8""","18 820,92","5,0",2,Nenmone Official Store
1204,"CHUWI HiPad X 10,1-дюймовый планшетный ПК Android 11 Unisoc T618 Восьмиядерный процессор ARM Mali G52 GPU 6 ГБ ОЗУ 128 ГБ ПЗУ Планшет 4G LTE GPS 6000 мАч Аккумулятор","20 185,69","4,4",67,CHUWI Official Store
1205,"Ulefone Tab A7 Android 11 7680 мАч планшетный ПК 10,1 ""'4G сети 4 Гб + 64 Гб Octa Core WI-FI 1200*1920 Планшеты 13MP сзади Камера","11 208,90","5,0",9,ULEFONE Official Store
1206,"Планшет с 10,1-дюймовым дисплеем, ОЗУ 6 ГБ, ПЗУ 11,6 ГБ, Android 128","12 610,80","5,0",4,BDF Official Store
1207,"Новый планшет 11,6 дюйма 2 в 1, ноутбук 11,6 дюйма, MT6797 10 ядер, HD ips, графический планшет 4G lte с клавиатурой, TYPE-C с двумя sim-картами","15 657,01",,,lenmon tablets Store
1208,"Планшет Lenovo M10 PLUS MediaTek P22T, Восьмиядерный, 4 Гб ОЗУ, 64 Гб ПЗУ, экран 10,3 дюйма, WIFI, Android 9, TDDI FHD, 10-точечный сенсорный планшет","11 346,22","4,8",10,Lenovo Online Store
1209,"Blackview Tab 8E планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором Spreadtrum SC9863A, ОЗУ 3 ГБ, ПЗУ 32 ГБ, 13 МП + 5 МП, 10,1 мАч","10 263,79","5,0",,Creativehome
1210,"Nenmon K50 планшет, экран 10,1 дюймов, Android, Восьмиядерный, 4 Гб ОЗУ, дешевые планшеты, 4G LTE, 10 дюймов, детский планшет, камера 13 МП, GPS, Wi-Fi","10 158,00",,,Nenmone Official Store
1211,"Оригинальный планшет Lenovo E8 TB-8304F1, 8 дюймов, 2 ГБ, 16 ГБ, Android 7,0, MediaTek MT8163B, четырехъядерный планшетный ПК, Wi-Fi, GPS, 5,0 МП, 1280x800","7 425,66",,5,Tablet PC Mall
1212,"BDF планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, Android 10,1","6 526,79",,,ShenZhen BDF Tablet Technology Co. Store
1213,ALLDOCUBE Smile 1 планшет на Android 11 8 дюймов 3 ГБ ОЗУ и 32 Гб ПЗУ 4G LTE телефонный звонок четырехъядерный планшетный ПК UNISOC T310 BT5.0,"7 005,30","5,0",2,ALLDOCUBE Flagship Store
1214,"Нетбук, компьютер, 12,5 дюйма, легкий и ультратонкий, 4 Гб + 64 ГБ, ноутбук Intel N3350, 64 бит, четырехъядерный, Windows 10, нетбук","12 814,67","3,8",9,SZ BDF TabletS Store
1215,"Мини-планшет realme Pad T616, 8,7 дюйма, 6400 мАч, 7,6 мм","14 993,54","4,5",32,realme Official Online Store
1216,"Планшеты Alldocube iWork20 Pro, 10.5 дюймов, Windows 10 пк, 1920*1280, 8 + 128 ГБ,SSD M2 SATA, intel Gemini Lake N4120 служебный  ноутбуки","25 220,90","4,5",3,ALLDOCUBE Digital Store
1217,"Планшет BLACKVIEW OSCAL PAD 8, 10,1 дюйма, Android 11, 1920x1200, Восьмиядерный, 4 Гб + 64 ГБ","13 135,55","5,0",6,BLACKVIEW Official Store
1218,"Huawei MatePad 10,1-дюймовый планшет с восьмиядерным процессором kirin 10,4, ОЗУ 4/6 ГБ, ПЗУ 128 ГБ, Android 10, 810 мАч","26 463,06",,,Huawei online Store
1219,"Nenmone 10,5 дюймов Рабочий Планшет подключается к сети 4G портативный для планшета Android 2 в 1 ноутбук GPS игровой планшет с клавиатурой 13MP Камера","16 128,51",,,Nenmone Global Store
1220,"CHUWI HiPad X планшет, экран 10,1 дюймов, Android 11,0, Восьмиядерный, 6 ГБ ОЗУ 128 Гб ПЗУ","13 150,26","5,0",10,CHUWI Global-Flagship Store
1221,"Планшет глобальная версия TCL TAB 10S с клавиатурой, 10,1 дюйма, FHD, IPS, 8000 мАч, 3 Гб/32 ГБ, MT8768E, Wi-Fi, 8 Мп, 5 МП, Android 10, 1, TF-карта для офиса","10 859,30","5,0",1,Golden-Tech Store
1222,"Планшет TCL 10 TABMAX 10.36"" IPS MediaTek MT8788A 4GB 64 GB eMMC 4G 9295G","18 290,00",,,House and Garden Store
1223,"Планшет Android 9,0, HD, 4G, Wi-Fi, экран 10 дюймов, две SIM-карты, задняя камера, Мобильный планшет с Bluetooth","9 738,34",,,Shop5882189 Store
1224,"Планшетный ПК 2 в 1, Face ID 4G LTE, 10,5 дюйма, 1920*1200, Android-планшет с клавиатурой, двойной SIM-картой, 13 МП, 6 ГБ, 128 ГБ","10 967,19",,,A Men Store
1225,Планшетный компьютер BQ 7040G Charm Plus,"6 490,00",,,Корпорация Центр Store
1226,Дисплей (экран) в сборе с тачскрином для Apple iPad mini 4 черный,"6 762,00",,,Magazin Detaley Store
1227,"Lenovo Yoga Pad Pro планшет с восьмиядерным процессором Snapdragon 870, ОЗУ 8 Гб, ПЗУ 256 ГБ, 13 дюймов, Android 11","40 092,54",,,Lenovo Accessories Official Store
1228,"Подарочная док-клавиатура и стилус 2GBDDR3 + 64 Гб eMMC 10,1 дюймов Windows 10 Z3745D 3E 1366x768 IPS экран Двойная камера совместимость с HDMI","9 878,46","5,0",9,Tablet inventory Store
1229,"Teclast M40 Pro планшет, экран 10,1 дюймов, Android 11, Восьмиядерный, 6 ГБ ОЗУ 128 Гб ПЗУ","13 127,14",,1,Teclast Global Store
1230,"Планшет Lenovo Tab P11 Pro, 6 + 128 ГБ, 11,5 дюйма, 2,5 K, Android 10","28 446,46",,,Samsung1 Earphone Authentication Store
1231,"Оригинальный планшетный ПК Huawei Mediapad M6 8,4, 8 ГБ, 128 Гб ПЗУ, Kirin980 восемь ядер, 6100 мАч, игровой планшетный ПК Huawei Google Play","22 927,84","4,8",155,Shenzhen Pophong Store
1232,"Планшет Nextbook 10Q, 10,1 дюйма, Windows 10, Х80, 0IPS, четырехъядерный, 1 ГБ ОЗУ, 32 Гб ПЗУ, Intel Atom Z3735G, совместимый с HDMI","5 948,09",,,DIGITALTOOLS Technology Ltd. 
1233,"Оригинальный планшет 8 ГБ ОЗУ 128 Гб ПЗУ планшетный ПК 11 дюймов планшет для рисования Android 11,0 планшет 10 ядер телефон планшеты с сенсорным экран...","11 597,73",,1,LSKDZ Tablet PC Store
1234,"Планшет на Android 10,0, экран 2022 дюйма, 6 ГБ + 10,1 ГБ","6 189,80",,9,Gifts Tablet Pc Store
1235,"Планшетный ПК 128 ГБ Встроенная память 6 ГБ Оперативная память 1920x1200 Deca Core Android 9,0 Камера, 4G, FDD, LTE, 5G Wi-Fi роутер для медиа-10 дюймов","16 859,94",,,RUNNINGLION Official Store
1236,"Планшет глобальная версия M40 PRO, 10,1 дюйма, 8 + 128 ГБ, 8800 мА · ч","9 975,84",,,WLWY Store
1237,"Планшетный ПК 1920X1200 4G LTE 10,1 дюйма 2.5D 10 десятиядерный MTK6797 6 ГБ ОЗУ 128 Гб ПЗУ Android 8,0 MT6797 X20 6G + 128G","10 575,56",,,A Men Store
1238,"Планшет TCL TAB 10S 10.1"" IPS MT8768 3GB 32GB LTE GRAY 9080G-2CLCRU11","15 060,00",,,House and Garden Store
1239,"Новый планшет Android планшеты 10,1 дюймов Планшеты Android 4G планшет 6G + 128 Гб Лидер продаж 2022 Android 9,0 2 в 1 планшетный ПК","6 163,88","5,0",2,Gifts Tablet Pc Store
1240,"Новый 10,1 дюймовый ноутбук, модный портативный четырехъядерный Android 6 ноутбук, планшетный ПК Android, Wi-Fi Bluetooth USB RJ45 мини нетбук","7 319,87","5,0",1,"SHENZHEN BDF TOUCH TECHNOLOGY CO.,LTD."
1241,"2 в 1, планшетный ПК","8 856,99","5,0",13,Tablet inventory Store
1242,"Планшет Lenovo Pad YOGA Pad Pro, 13 дюймов, 8 + 256 ГБ, 8 ядер, 870 мАч","36 880,99","5,0",11,VSTAR TECHNOLOGY INDUSTRY CO LTD
1243,"Игровой Планшет Lenovo LEGION Y700, 8 ГБ, 128 ГБ, Восьмиядерный процессор Snapdragon 870, аккумулятор 6550 мАч, зарядное устройство 45 Вт, экран 8,8 дюйма 120 Гц, каме...","37 691,58","5,0",43,realus Store
1244,11 дюймовый планшет R8 8 ГБ ОЗУ 256 Гб ПЗУ 10 ядер планшеты ПК 2560x1600 Android 10 сеть wifi двойной динамик телефон планшет,"11 069,48",,3,Shop1100048106 Store
1245,"Планшет BMAX I11, 10,4 дюйма, 128x6600 0 IPS T618, 8 ядер, 8 + Гб ОЗУ, мАч","15 224,04",,,F-r-e-e Breath Store
