,title,price,score,sold,store
138,Детский планшет weeliaksi 8 дюймов Android 11 1280x800 IPS планшет для учебы 2 ГБ 32 ГБ четырехъядерный с приложением для детей Google Play 4500 мАч Wifi6,"6 079,11","4,6",18,weelikeit Official Store
139,"Оригинальный планшет 2022 дюйма, 512 ГБ, Snapdragon 865, HD 4K экран, Android 11, модные планшеты, ПК, телефон с двумя Sim-картами или Wi-Fi, GPS","12 089,55","5,0",52,5G Global Store
140,"Новый Планшет Apple iPad Air 10,9, модель 2022 (64G WLAN версия/M1 чип, жидкий экран Retina","50 303,08","5,0",11,Apple Friend Store
141,"Планшетный ПК ALLDOCUBE iPlay40, 10,4 дюйма, 2K FHD, 2000*1200, 8 ГБ ОЗУ, 128 Гб ПЗУ, Android 10, T618, ЦПУ, LTE, телефонная связь","13 310,70","4,8",269,ALLDOCUBE Direct Store
142,"Планшет на Android 2022, экран 10,0 дюйма, 8 ГБ + 10,1 ГБ","6 196,81",,,Gifts Tablet Pc Store
143,"Teclast M40 Pro планшет на Android 11, восемь ядер, экран 10,1 дюйма, 6 ГБ + 128 ГБ","11 794,60","5,0",67,Teclast Flagship Store
144,"Глобальная премьера планшета ALLDOCUBE iPlay 40 Pro 10,4-дюймовый 2K IPS Android 11 8GB RAM 256GB ROM 8-ядерный чип T618 4G LTE","15 412,50","4,9",215,ALLDOCUBE Official Store
145,"Alldocube KNote X Pro планшет с 10,1-дюймовым дисплеем, четырёхъядерным процессором Gemini lake N4120, ОЗУ 8 Гб, ПЗУ 13,3 ГБ, 128X2560","19 616,10",,,ALLDOCUBE Direct Store
146,"Планшет на Android 11 H30, 10 дюймов, 6000 мАч, 8 ядер, 8 + 128 ГБ","10 761,22",,,Global Smart Tablet Online Store
147,Новый 11-дюймовый планшет Pad5 X101 с процессором Snapdragon Android 10 Google Play PC 6 ГБ ОЗУ 128 Гб ПЗУ Bluetooth клавиатура ноутбук,"7 188,16",,3,Global Smart Tablet Online Store
148,"Оригинальный планшет Android 12 H960, 8-дюймовый ПК 24 + 48 Мп, Google Play, ноутбук, десятиядерный, 8600 мАч, Wi-Fi Pad, 6 ГБ, 128 ГБ, новый планшет 2022 года","5 623,72",,,Global Smart Tablet Online Store
149,New Original Android 11 Pad 5 Pro Global Version Tablet 12GB+512GB Snapdragon 865 Tableta PC 5G Dual SIM Card or WIFI Office MAX,"9 458,10","5,0",7,DONGPAD Official Store
150,"Горячая Распродажа, планшет Blackview Tab, 6 дюймов, Android 11, 5580 мАч, SIM, 8 дюймов, 3 ГБ, 32 ГБ, 4G, Wi-Fi, LTE, телефонные звонки, планшеты, ПК, Kindle","7 674,37",,,Global Smart Tablet Online Store
151,"Глобальная версия Pad X911 телефон с 15,6-дюймовым дисплеем, процессором Qualcomm, Android 10, 10 ядерным процессором, ОЗУ 6 ГБ, ПЗУ 8600 ГБ, 48 МП","5 834,60",,,LUKAS Global Store
152,"Планшет P70 на Android 11, 10 ядер, экран 2022 дюйма, 8 ГБ + 10,1 ГБ","9 830,12",,,LUKAS Global Store
153,"Глобальная версия планшет X7, 8000 мАч, 10 ядер, 6 ГБ, 128 ГБ, Pad, GPS, Face ID, 24 + 48 МП, Wi-Fi, Android 12, ПК, Google Play, 7,1 дюймов, ноутбук","5 918,67",,,LUKAS Global Store
154,"Оригинальный планшет HD Xiaomi с экраном, Snapdragon 845, Android 11,0, 12 Гб ОЗУ, 512 Гб ПЗУ, планшет, телефон с двумя SIM-картами или Wi-Fi","10 929,36","5,0",24,MORE CASE for Store
155,"Планшетный ПК, телефон диагональю 10,1 дюйма, 10 ядер, Поддержка Google Play, память 6 ГБ, 128 ГБ, T10W, 8800 мАч, прошивка IPS с клавиатурой, Android 10, распознаван...","6 725,76",,,LUKAS Global Store
156,"Планшет T16 Pro, 10,1 дюйма, Android 11, 8600 мАч, 12 + 512 ГБ","10 005,27","5,0",5,Tablet PC Global Version Store
157,"Планшет M33 диагональю 10,1 дюйма, 128 ГБ, Android 11, 8600 мАч","10 437,54",,,Tablet PC Global Version Store
158,Планшет H960 Android 12 глобальная Версия 8 дюймов ПК 24 + 48 Мп Google Play десятиядерный 8600 мАч WIFI Pad 6 ГБ 128 ГБ ноутбук,"5 999,94","5,0",34,FAUST Global Online Store
159,"XPPen Artist 22R Pro графический планшет монитор 21,5 дюйма чертежный планшет экран 60 наклон 20 клавиш 2 колеса 120% sRGB","37 577,38","4,9",161,xp-pen Official Store
160,"Планшетный ПК P50, 8600 мАч, большой экран 10,1 дюйма, Android11, 512 ГБ, планшет, Wi-Fi, офисный, GPS, планшет для учебы, Google Play, ноутбук, версия Gobal","9 937,31","5,0",9,Tablet PC Global Version Store
161,"10,1-дюймовый Планшет P60, Android 11, MTK X30, Wi-Fi, 8 ГБ, 10,1 ГБ, GPS, 128 мАч","9 411,16",,10,FAUST Global Online Store
162,"Планшет на Android 8,1, 8800 мАч, 18T, 10,1 дюйма, 4G, Wi-Fi, 512 ГБ","10 379,39",,,Tablet PC Global Version Store
163,"Планшет G20, 10,1 дюйма, Android 11, Google Play, Восьмиядерный процессор MTK6750, Wi-Fi, 6000 мАч, 8 ГБ, 128 ГБ","10 039,60",,,FAUST Global Online Store
164,"Headwolf Wpad1 Android 12 планшет 10,1 дюйма Octa-Core MTK MT6762 4 ГБ ОЗУ 128 ГБ ПЗУ 4G LTE ТЕПЕРЕННЫЙ ЗАВОД ПК ПК камера 8MP+16MP","10 508,30",,,Headwolf Official Store
165,Планшетный ПК Pad 5 Android 10 Snapdragon 865 8800 мАч Google Play 11 дюймов WIFI 6 ГБ 128 ГБ ноутбук WPS Office 13 + 24 МП,"8 590,06","4,8",79,FAUST Global Online Store
166,"Lenovo M8 планшет, четырёхъядерный, 3 Гб ОЗУ 32 Гб ПЗУ, экран 8 дюймов","8 390,39","4,7",56,Lenovo Online Store
167,"Оригинальный игровой Планшет Lenovo LEGION Y700 Legion 2022, 8,8 дюйма, 6550 мАч, 45 Вт, зарядка 2560*1600, планшет для одной руки","49 377,59",,,Lenovo Online Store
168,"Оригинальный Планшет Lenovo Tab P12 Pro, Xiaoxin Pad Pro 12,6, Wi-Fi, Восьмиядерный процессор Snapdragon 870, 8 ГБ, 256 ГБ, 12,6 дюйма, 2K, OLED, 10200 мАч","69 984,34",,,Lenovo Online Store
169,"[Бесплатная доставка] Новый HD 4K экран 11,6 дюймов планшет Android 11 ME Pro 5G Wifi Две SIM-карты Snapdragon 845 Планшетные ПК с клавиатурой","9 598,22","5,0",19,TRENDY TABLET Store
170,"Планшет Lenovo Tab P11 Pro 2020 Xiaoxin Pad Pro, Восьмиядерный процессор Snapdragon 730G, 6 ГБ ОЗУ 128 Гб ПЗУ, экран 11,5 дюйма 2,5 K OLED, на базе Android 11, 8600 мАч","18 641,56","5,0",140,HongFa Tech Global Store
171,"ALLDOCUBE X планшет на Android 11, экран 10,5 дюйма, 8 ГБ + 128 Гб, 1920X1280","15 412,50","4,8",119,ALLDOCUBE Direct Store
172,"BDF Pro Новый 8-дюймовый планшетный ПК Android 9,0 Восьмиядерный 3G сеть Google Play 4 Гб ОЗУ 64 Гб ПЗУ две камеры Две SIM-карты телефон планшеты","4 957,45","4,9",38,ShenZhen BDF Tablet Technology Co. Store
173,"HONOR Mediapad V7 Pro планшет, экран 11 дюймов, Восьмиядерный, 8 ГБ ОЗУ 2,5 Гб ПЗУ","26 272,50","5,0",4,Panda- ZG Store
174,Global Version Pad 5 Original Android Tablet 8 Inch 8GB 256GB Rom 2K Display Screen Tablet Android 8800mAh tablet Pc 5G Network,"5 519,33","5,0",65,Explosive digital shop Store
175,Синий 7 дюймов HD IPS Детские планшеты Android 11 WIFI 6 Quad Core 2GB 32GB 3000mAh G-сенсор Обучающие планшеты для детей с приложением для детей D+ 2022 подарок,"5 084,25","4,6",64,CWOWDEFU Official Store
176,"Планшет Huawei MatePad T 10 32GB LTE (Официальная гарантия, возможность самовывоза, бесплатная доставка, билайн)","13 990,00",,,Билайн - официальный магазин
177,"Планшет с 10,1-дюймовым дисплеем, четырёхъядерным процессором MTK6735, Android 10,1, ОЗУ 1 ГБ, ПЗУ 16 ГБ, 4G LTE","4 036,86","4,6",58,DIGITALTOOLS Technology Ltd. 
178,"Планшет Blackview Tab 11, 8 ядер, 8 + 128 ГБ, 10,36 дюйма, 6580 мАч","13 500,56","4,9",167,BLACKVIEW Global Store
179,"ALLDOCUBE X Game 10,5-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 8 Гб, ПЗУ 128 ГБ, Android 11","17 695,75","4,8",69,ALLDOCUBE Official Store
180,"Teclast T40 Pro 10,4 дюйма 2000x120 0 IPS Android 11 8 ГБ ОЗУ 128 Гб ПЗУ T618 Восьмиядерный 4G сетевой wifi планшетный ПК","13 386,36","5,0",70,Teclast Global Authorized Store
181,"Ноутбук BDF, 10,1 дюйма, Android 6,0, 1 ГБ ОЗУ, 8 Гб ПЗУ, четырехъядерный процессор, клавиатура, мышь, Wi-Fi, мини нетбук, Bluetooth, RJ45","6 305,40","5,0",1,ShenZhen BDF Tablet Technology Co. Store
182,"2021 BDF новый ноутбук 10,1 дюймов 10 дюймов четырехъядерный Android 6,0 7029 1,5 ГГц WiFi Bluetooth hipad pro мини компьютер ПК","6 381,06","5,0",2,ShenZhen BDF Tablet Technology Co. Store
183,"Glavey планшет с 10,1-дюймовым дисплеем, четырёхъядерным процессором Z3735G, ОЗУ 1 ГБ, ПЗУ 64 ГБ, 11,6x1366, Windows 10","8 768,71","5,0",8,Tablet inventory Store
184,"Планшет Android 2022 оригинальный, 12 Гб + 512 Гб","12 388,71","5,0",34,DONGPAD Official Store
185,"Детский планшет CWOWDEFU, 7 дюймов, Android 11, 2 Гб, 32 ГБ, четырёхъядерный, Wi-Fi 6, 1024*600 HD, Google Play с приложением для детей, планшетный ПК для детей с Защита ...","5 100,37","5,0",65,CWOWDEFU Official Store
186,Глобальная версия Xiaomi Pad 5 Tablet 128GB / 256GB Snapdragon 860 11 '' WQHD + 120Hz Display Quad Stereo Speakers 8720mAh Battery,"24 450,94","4,9",620,Xiaomi Mi Store
187,"Teclast M40S планшет на Android 10,1, восемь ядер, экран 11,0 дюйма, 4 Гб + 128 ГБ","11 145,14",,10,Teclast Global Store
188,"Планшет, 8 ГБ + 128 ГБ, android 10,0, 10,1 дюйма, Wi-Fi, 4G, сетевой планшет, Новый Bluetooth, 4G сеть, Tbalet, десять ядер, Wi-Fi, планшетный ПК","5 828,99",,,Gifts Tablet Pc Store
189,"Новинка, Оригинальный планшет, 512 ГБ, Snapdragon 865, HD, 4K, Android, планшеты, ПК, двойная Sim-карта или Wi-Fi, планшет Mi","12 089,55","5,0",52,Global electronic millet Store
190,"Lenovo XiaoXin Pad Pro WiFi планшет 11,5 ""6 ГБ 128 ГБ Android 10 Qualcomm Snapdragon 730G Восьмиядерный планшет глобальная прошивка p11 pro","19 195,04","5,0",8,PC-Online Components Store
191,"10,1-дюймовый планшет на Android 10,0, 10 ядер, 8 ГБ ОЗУ 10,1 Гб ПЗУ","6 011,15",,,delicate tablet store Store
192,"Оригинальный планшет на Android 9,0, 10,1 дюйма, 4 ГБ/64 ГБ, 3G + Wi-Fi, SIM, телефонные звонки, планшеты, ПК, поддержка пользовательской Фотографии Задней Кр...","5 632,82","4,5",35,BDF BDF Tablet Global Store Store
193,"Планшет с 10,1-дюймовым дисплеем, ОЗУ 8 Гб, ПЗУ 2022 ГБ, Android 10,0","6 179,29",,,Fashion tablet Store
194,"Планшет Lenovo Tab P11 Xiaoxin Pad P11/K11, 8-ядерный, экран 11 дюймов, 4 Гб + 64 Гб/6 ГБ + 128 ГБ","13 310,70","4,8",91,Lenovo Flourish Store
195,"Планшет на Android 10,1, восемь ядер, экран 9,0 дюйма, 4 Гб + 64 ГБ","5 899,75","4,6",254,SZ BDF TabletS Store
196,"Планшет на Android 10,0, 2022 дюйма, 8 + 10,1 ГБ, 10 ядер, Wi-Fi, Bluetooth","6 126,75",,,Fashion tablet Store
197,"Планшет с 10,1-дюймовым дисплеем, восьмиядерным процессором, ОЗУ 8 Гб, ПЗУ 10,0 ГБ, 128x10,1, 800 мАч","6 126,75",,,Fashion tablet Store
198,"BDF Pro Новый 8-дюймовый планшетный ПК Android 9,0 Восьмиядерный 3G сеть Google Play 4 Гб ОЗУ 64 Гб ПЗУ две камеры Две SIM-карты телефон планшеты","4 855,16","4,8",23,BDF BDF Tablet Global Store Store
199,"Новинка 2022, телефон, планшет Android 11,0 Pad 5 Pro, 12 Гб + 512 ГБ, Snapdragon 845, планшеты, ПК, телефон с двумя SIM-картами или Wi-Fi, HD, 4K, Mi","10 999,42","4,5",50,TRENDY TABLET Store
200,"Планшет на Android 2022, восемь ядер, экран 10,1 дюйма, 8 ГБ + 128 ГБ","6 179,29",,,Fashion tablet Store
201,"Планшетофон с динамиком, планшет Pro, 8 ГБ ОЗУ, 128 Гб ПЗУ, планшеты Android 10,0, двойной вызов GPS, Bluetooth, Google Play","7 780,86",,,Shop1100048106 Store
202,Динамик верхний (слуховой) для Asus ZC520KL,"370,00","5,0",3,Mobparts Store
203,"Blackview Tab 6 планшет с 8-дюймовым дисплеем, ОЗУ 3 ГБ, ПЗУ 32 ГБ, 5580 мАч, Android 11","7 565,78","4,9",137,BLACKVIEW Authorized Store
204,"Планшет weeliaksi F11W, 10,1 дюйма, Android 11, 3 ГБ ОЗУ, 32 Гб ПЗУ, X 80 0 IPS, ультратонкие планшеты, ПК, Allwinner A133, четырехъядерный, AX, Wi-Fi 6","6 202,41","5,0",4,weelikeit Official Store
205,"ALLDOCUBE kPad планшет на Android 11, экран 10,4 дюйма, 4 Гб + 64 ГБ","9 667,58","4,9",290,ALLDOCUBE Official Store
206,"Планшет Teclast T40 Pro на Android 11, восемь ядер, экран 128 дюйма, 8 ГБ + 10,4 ГБ","14 885,65","4,7",279,Teclast official-Global Store
207,"Планшет с 2,5-дюймовым дисплеем, десятиядерным процессором, ОЗУ 8 Гб, ПЗУ 10,1 ГБ, 128x1280, 4G LTE, 800 МП, Wi-Fi, Bluetooth","6 088,21",,,Gifts Tablet Pc Store
208,"Планшет на Android 2022, восемь ядер, экран 10,1 дюйма, 6 ГБ + 128 ГБ","6 280,18",,,delicate tablet store Store
209,"Планшет Lenovo Xiaoxin Pad Pro, 11,5 дюйма, Wi-Fi, процессор Snapdragon 730G, 6 ГБ + 128 ГБ памяти, OLED-экран 2,5 K, аккумулятор 8600 мАч","18 985,56","5,0",3,iTechnology Life
210,"Планшет на Android 2022, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","7 619,02","5,0",4,BDF BDF Tablet Global Store Store
211,"Планшет Alldocube Smile X, 10,1 дюйма, 4 + 64 ГБ, Android 11, 4G, LTE, Wi-Fi","9 107,10","4,9",64,ALLDOCUBE Direct Store
212,"Планшет на Android 9, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","5 871,03","4,5",76,SHENZHEN BDF Tablet Store
213,"Планшет Teclast P30 Air, экран 10,1 дюйма, 4 Гб + 64 ГБ","9 781,78",,,Teclast Global Direct Store
214,"Новинка, графический планшет Artist 12 Pen, монитор для рисования, планшет 127% sRGB 8192 уровня с 8 клавишами наклона, Поддержка Windows mac Android","12 684,36","4,9",107,Graphics Tablet Store
215,"Lenovo Pad K11 планшет с восьмиядерным процессором Snapdragon, Android 11","14 218,68","4,8",1543,Xiaomi-Panda-YC Store
216,"Новинка 2022, глобальная яркость, 6 ГБ ОЗУ, 128 Гб ПЗУ, 10,1-дюймовый HD экран, планшет Android 10,1, две SIM-карты, 4G, телефон","6 047,58",,,delicate tablet store Store
217,Шлейф c аудио-разъемом для Asus ZS600KL,"410,00","5,0",1,Mobparts Store
218,Global ROM Lenovo Tab P11 K11 или Xiaoxin Pad 11-дюймовый ЖК-экран 2K Планшет Android 4 ГБ 64 ГБ Snapdragon 662 7700 мАч Widevine L1,"12 189,04","4,8",120,Lenovo Official Store
219,"Планшет ALLDOCUBE iWork 20 Pro, Windows 11, 10,5 дюйма, intel N4120, 8 ГБ, LPDDR4, 128 Гб SSD, планшетный ПК 2 в 1, 1920 × 1280 IPS","23 776,96","4,7",123,ALLDOCUBE Official Store
220,"10-дюймовый планшет с четырёхъядерным процессором, ОЗУ 6 ГБ, ПЗУ 1280 ГБ, Android 1280, 2-мя слотами для SIM-карт","6 088,21",,,Gifts Tablet Pc Store
221,"HT17 планшет с 10,1-дюймовым дисплеем, десятиядерным процессором MTK X30, ОЗУ 6 ГБ, ПЗУ 8600 ГБ, 32 МП, 8,0 мАч, Android 11","6 753,78",,,Global Smart Tablet Online Store
222,"Планшет K20, 8800 мАч, 12 Гб ОЗУ, 640 Гб ПЗУ, 8 дюймов, новый планшет GPS WPS Office, 12 ядер, две SIM-карты, отправка клавиатуры, планшет Google Play","6 376,86",,6,Global Smart Tablet Online Store
223,"Планшетный ПК, телефон диагональю 10,1 дюйма, 10 ядер, Поддержка Google Play, память 6 ГБ, 128 ГБ, T10W, 8800 мАч, прошивка IPS с клавиатурой, Android 10, распознаван...","6 507,17",,30,Global Smart Tablet Online Store
224,"Headwolf HPAD1 Octa-Core Android 11 планшет 10,4 дюйма 8 ГБ оперативной памяти 128 ГБ ПЗУ Unisoc T618 ТАБЛЕТА","14 011,30",,,Headwolf Official Store
225,"Планшет с 10,1-дюймовым дисплеем, процессором MTK6889, ОЗУ 6 ГБ, ПЗУ 910 ГБ, 128 мАч","6 137,26",,1,Global Smart Tablet Online Store
226,"Планшет Android 12, 8 дюймов, H960 24 + 48 Мп, Google Play, 10 ядер, 8600 мАч, Wi-Fi, 6 ГБ, 128 ГБ, 2022 Новые планшеты, ноутбук","6 203,11",,1,LUKAS Global Store
227,"Планшет на Android 10, 11 дюймов, 6 + 128 ГБ, 10 ядер, 24 МП, 8800 мА · ч","7 188,16",,9,LUKAS Global Store
228,"Новинка 2022, планшетный ПК H18 5G, 8800 мАч, 10,1 дюймов, десятиядерный, Android 8,1, 128 ГБ ROM, офисный, Google Play, планшет с двумя SIM-картами и GPS","6 641,69","5,0",14,LUKAS Global Store
229,"Планшет Lenovo Tab P11 2022 Xiaoxin Pad 2022, 10,6 дюйма, Android 12, процессор Qualcomm Snapdragon, 4 Гб 64 Гб/6 ГБ 128 ГБ, ЖК-экран 2K, 7700 мАч","17 514,30",,4,Lenovo Flourish Store
230,"Глобальная версия, Диагональ экрана 10,1 дюйма, M33, Wi-Fi, 8600 мАч, 128 Гб ПЗУ, Android 11, для ноутбука, кабинета, офиса, GPS, Google Play, сетевой планшет","10 437,54",,2,Tablet PC Global Version Store
231,"Планшет 10,1 дюймов 18T WIFI 8800 мАч планшет 128 Гб ROM Android 8,1 изучение Google Play офис GPS 4G сетевой ноутбук","10 379,39",,,Tablet PC Global Version Store
232,"Планшетный ПК, Android 10, 10 дюймов, WPS, 10 ядер, отправка клавиатуры Google Play, игровой планшет 8 ГБ, 128 ГБ, GPS, 4G","9 584,21",,,LUKAS Global Store
233,"10,1-дюймовый планшетный ПК Android 11 G20 10,1 ГБ 128 мАч Планшетный GPS 4G/телефон с wi-fi","10 494,29",,,Tablet PC Global Version Store
234,"Планшет с 10,1-дюймовым дисплеем, процессором Snapdragon 2022, ОЗУ 256 ГБ, Android 11 Pad 5 Pro","12 260,50","4,5",49,Global electronic millet Store
235,"Планшет P50 на Android 11, десять ядер, экран 10,1 дюйма, 8 + 128 ГБ, 8600 мАч","10 954,58","5,0",10,FAUST Global Online Store
236,"Планшетный ПК H18 Android 8.1 Wi-Fi 6 ГБ 128 ГБ 10,1 дюймов смартфон Google Play 8 + 16 МП GPS 8600 мАч планшет","6 952,75",,,FAUST Global Online Store
237,"Глобальная версия смартфона Android 11, 10,1 дюйма, HD, 12 Гб + 512 ГБ, 8 ядер, 16 + 32 МП, 3G/4G, 8600 мАч, Googleplay, MTK X30 Pad","9 920,50",,1,FAUST Global Online Store
238,"Планшет X5 на Android 12, экран 8,1 дюйма, 6 ГБ + 8000 ГБ","5 674,86",,,FAUST Global Online Store
239,"Планшетофон с планшетом 5 Pro, 11 дюймов, HD, 4K, 12 Гб ОЗУ, 512 Гб ПЗУ","8 903,22","5,0",40,Exxae Tablet Store
240,"Планшет на Android 11, телефон с экраном 128 дюйма, процессором Qualcomm 870, ОЗУ 8 Гб, ПЗУ 10,1 ГБ, 8000 мАч","9 502,24","4,7",10,Tablet PC Global Version Store
241,"Планшет, 10 ядер, 10,1 дюйма, 1280*800 IPS, 4G, FDD, LTE, Android 128, GPS, Bluetooth, 8 Гб ОЗУ, Гб ПЗУ, Media Pad","6 196,81",,1,Gifts Tablet Pc Store
242,"Глобальная версия планшета Xiaomi Pad 5 Snapdragon 860 120 Гц 11 дюймов WQHD + 2,5 K ЖК-дисплей 6G 256G 22,5 W быстрое зарядное устройство 8720mAh","24 801,24","4,9",1084,Mi Global Store
243,"Teclast M40 Air планшет на Android 11, восемь ядер, экран 10,1 дюйма, 8 ГБ + 1920 ГБ","11 582,32","4,7",11,Teclast official-Global Store
244,"Планшет Lenovo Tab P11 Pro 2021 Android OLED 870/730 Snapdragon Xiaoxin Pad Pro 2020 6 ГБ оперативной памяти 128 ГБ ROM 11,5-дюймовый 2,5K лучший планшет","26 972,40","4,9",104,Lenovo Flourish Store
245,"10,1-дюймовый планшет с восьмиядерным процессором MTK MT8768 WIFI, ОЗУ 3 ГБ, ПЗУ 32 ГБ, 10,1x1200, 1920 мАч","6 889,00","5,0",32,TCL Tab Online Store
246,"Планшет с 7-дюймовым дисплеем, четырёхъядерным процессором, ОЗУ 2 Гб, ПЗУ 3G, Android 6,0","3 096,65","4,7",98,BDF Official Store
247,"Планшет на Android 2022, экран 10,0 дюйма, 8 ГБ + 10,1 ГБ","6 163,88",,,Fashion tablet Store
248,"10,1-дюймовый планшет с восьмиядерным процессором, ОЗУ 8 Гб, ПЗУ 2022 ГБ, Android 10,1, 10,0x128","6 165,28",,,Fashion tablet Store
249,"XPPen Artist 24 Pro 23,8 дюймов 2K QHD графика для рисования планшет ручка дисплей монитор 8192 ручка давление наклон-Поддержка 90% Adobe RGB","50 441,80","4,9",177,xp-pen Official Store
250,"Планшет G12 на Windows 10, 11,6 дюйма, 2 Гб + 64 ГБ","8 768,01","4,9",107,Tablet inventory Store
251,Новый детский планшет 7 дюймов четырехъядерный Android 2 ГБ/16 ГБ Google Play WiFi Bluetooth дешевый и простой любимый подарок для детей планшетный ПК,"3 096,65","5,0",13,ShenZhen BDF Tablet Technology Co. Store
252,"Планшет на Android 9, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","6 103,63","4,3",87,SHENZHEN BDF Tablet Store
253,"8-дюймовый планшет CWOWDEFU, Android 11,0, 1280x800, Восьмиядерный MT6762, 4G LTE, фаблет, GPS, двойная Wi-Fi камера, планшеты Google Play, ПК, 3 ГБ, 32 ГБ","7 813,09",,,CWOWDEFU Official Store
254,XPPen Deco 01 V2 10-дюймовый графический планшет Графический цифровой планшет с наклоном Android Windows MAC 8 клавиш быстрого доступа (8192 уровней давления),"4 703,83","4,9",831,xp-pen Official Store
255,"8-дюймовый планшет с восьмиядерным процессором, ОЗУ 4 Гб, ПЗУ 64 ГБ, Android 9, 3G Sim-карта, Wi-Fi ,Bluetooth,GPS, сенсорная панель, мини-планшет на Android, 5000 мАч","5 674,86",,,CN GO GO Jiuliuyar Store
256,"Планшеты Xiaomi Mi Pad 5, 128 ГБ/256 ГБ, процессор Snapdragon 860, экран 5 дюймов 2,5 K, планшет 13 МП, аккумулятор 8720 мАч","22 438,12","4,9",1138,Hong Kong Goldway
257,"Планшет 4G на Android 2022, 10,0 дюйма, 8 + 10,1 ГБ","6 163,88",,,Fashion tablet Store
258,"Планшет PRITOM P7, 7 дюймов, Android 9,0, ПК, 32 ГБ ROM, четырехъядерный процессор, IPS HD дисплей, камера, Bluetooth, планшет Android с Wi-Fi","5 884,34",,1,PRITOM Global Store
259,"Планшет weeliaksi, 7 дюймов, Android 11, 2 ГБ 32 ГБ, четырёхъядерный, 1024x60 0 IPS, Двойной Wi-Fi, 3000 мАч, с держателем планшета","4 856,56","5,0",8,weelikeit Official Store
260,"Кожаный чехол-подставка для 10,1-дюймового планшета ibowin Model M130 M120, резиновый чехол-подставка","699,90","5,0",7,ibowin Store
261,"Детский силиконовый чехол с 7-дюймовым дисплеем, ОЗУ 512 ГБ, ПЗУ 8 ГБ, Allwinner A33, 4 ядра, 1,3 ГГц, двойная камера, 3000 мАч, Wi-Fi","3 088,95","5,0",10,Tablet inventory Store
262,"BDF 10,1 дюймовый ноутбук четырехъядерный WiFi Сеть мини нетбук Android ноутбук RJ45 клавиатура мышь планшеты 10 дюймов планшетный ПК","7 069,05","3,3",2,BDF BDF Tablet Global Store Store
263,"Blackview Tab 6 планшет, экран 8 дюймов, 3 ГБ 32 ГБ, Android 11, 5580 мАч","8 070,21","4,9",190,BLACKVIEW Official Store
264,"Ультратонкий планшет weeliaksi, 10,1 дюймов, Android 11, 6000x80 0 IPS, Allwinner A133, четырехъядерный процессор, двойной Wi-Fi, мАч, 3 ГБ ОЗУ, 32 Гб ПЗУ","6 940,14","5,0",2,weelikeit Official Store
265,"Планшет Lenovo Xiaoxin Pad, 11 дюймов, Wi-Fi, процессор Qualcomm Snapdragon 662, 6 ГБ + 128 ГБ памяти, полный экран 2K, планшеты с аккумулятором 7700 мАч","14 774,25","5,0",29,Computer Online Store
266,"Смартфон Xiaomi Pad 5, Snapdragon 860, экран 11 дюймов, WQHD + 120 Гц, 4 стереодинамика, 8720 мАч, MI Tablet 5","25 782,08","4,9",1629,xiaomi Store
267,"Планшет P30 Pro на Android 11, восемь ядер, экран 10,1 дюйма, 4 Гб + 64 ГБ","8 803,74","5,0",2,ShenZhen BDF Tablet Technology Co. Store
268,"2022Lenovo Tab P11 смартфон с 6-дюймовым дисплеем, восьмиядерным процессором Snapdragon, ОЗУ 6 ГБ, ПЗУ 2022 ГБ, Android 12","13 941,94","5,0",47,Panda- ZG Store
269,"【 MI UI 13 】xiaomi mi Pad 5 Pro 11 дюймов 2,5 K ЖК-экран 120 Гц Snapdragon 870 6 ГБ/8 ГБ ОЗУ 128 ГБ/256 Гб ПЗУ 8600 мАч WIFI6 Mi Tablet 5 Pro","32 709,61","4,7",145,Xiaomi Pad Direct Store
270,"HONOR планшет 7 дюймов 10,1 дюймов MediaTek Helio G80 Восьмиядерный 4 Гб ОЗУ 64 Гб ПЗУ Android 10 5100 мАч HONOR PAD 7","10 824,27",,2,Panda- ZG Store
271,Новый Apple iPad Pro 11-дюймовый планшет 2021 модель 128G/256GWLAN версия/M1 чип жидкий экран retina,"68 378,56","5,0",6,Apple Friend Store
272,"Планшет Lenovo Tab P11 Pro 2020 Xiaoxin Pad Pro, Восьмиядерный процессор Snapdragon 730G, 6 ГБ 128 ГБ, экран 11,5 дюйма 2,5 K OLED, 8600 мАч, Android 11","17 514,30","5,0",210,HongFa Tech Global Store
273,"Планшет с 10,1-дюймовым дисплеем, ОЗУ 6 ГБ, ПЗУ 2022 ГБ, 10,1x9,0, Android 128, 4G Fdd Lte","6 280,18",,,delicate tablet store Store
274,"ALLDOCUBE kPad 10,4 дюймов планшет Android 11 планшет ПК 4 Гб RAM 64 Гб ROM UNISOC T610 2K экран 4G сетевой телефонный звонок Детские планшеты","9 667,58","4,9",382,ALLDOCUBE Flagship Store
275,"Ноутбук BDF, 10,1 дюйма, 1 ГБ/8 ГБ, четырёхъядерный, Android 6,0, RJ45, Wi-Fi, Bluetooth, мини-ноутбук, нетбук, планшетный ПК","6 284,38",,,BDF BDF Tablet Global Store Store
276,"Teclast P25 планшет, Android 11, экран 10,1 дюймов, 1280x800, 4 ядра, 2 Гб ОЗУ 32 Гб ПЗУ","6 683,02","4,8",228,Teclast Global Store
